model,Precision,Recall,F1,Accuracy,AUC,MCC,Threshold,Dev_F1,Dev_MCC,Dev_F2,Epochs,TN,FP,FN,TP,Mean_Audio_Attention,Mean_Visual_Attention,Mean_Text_Attention
Learned Late Fusion,0.4375,0.5,0.4666666666666667,0.6595744680851063,0.5844155844155844,0.21934486565218833,0.5900000000000002,0.6666666666666666,0.4691574316284182,0.7142857142857143,41,24,9,7,7,0.366070032119751,0.3630034327507019,0.27092650532722473
