model,rule,Accuracy,Precision,Recall,F1,AUC,MCC,TN,FP,FN,TP
F1Optimized_Logistic_AND_GB,Logistic_Prob >= 0.04 AND GB_Accuracy_Prob >= 0.05,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.7705627705627706,0.6353285249985376,27,6,2,12
