F1,Accuracy,Precision,Recall,MCC,AUC,TN,FP,FN,TP,model,rule
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7640692640692641,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 1, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 0}, threshold=0.15"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7575757575757577,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 1, 'RandomForest_Prob': 2, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 1}, threshold=0.20"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7532467532467533,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 1, 'RandomForest_Prob': 3, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 1}, threshold=0.21"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7748917748917749,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 2, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 2}, threshold=0.17"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7662337662337663,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 2, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 1}, threshold=0.14"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7662337662337663,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 3, 'RandomForest_Prob': 3, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 1}, threshold=0.17"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7943722943722944,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 0, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 1}, threshold=0.17"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7922077922077922,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 0, 'RandomForest_Prob': 2, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.18"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7943722943722945,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 0, 'RandomForest_Prob': 2, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 1}, threshold=0.20"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7965367965367965,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 0, 'RandomForest_Prob': 2, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 1}, threshold=0.21"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7705627705627706,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 1, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.05"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.79004329004329,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 1, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.12"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7835497835497836,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 1, 'RandomForest_Prob': 2, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.15"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7727272727272727,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 1, 'RandomForest_Prob': 3, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 0}, threshold=0.18"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.777056277056277,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 2, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 2}, threshold=0.15"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7792207792207793,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 2, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 0}, threshold=0.10"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7792207792207791,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 2, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 2, 'SVC_RBF_Prob': 0}, threshold=0.13"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7770562770562771,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 2, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 2}, threshold=0.16"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7683982683982684,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 3, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 1}, threshold=0.12"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7792207792207793,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 3, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 2, 'SVC_RBF_Prob': 1}, threshold=0.14"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.8138528138528138,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 2, 'Logistic_Prob': 0, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.13"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.79004329004329,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 2, 'Logistic_Prob': 0, 'RandomForest_Prob': 3, 'ExtraTrees_Prob': 3, 'SVC_RBF_Prob': 0}, threshold=0.20"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7878787878787878,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 2, 'Logistic_Prob': 1, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 2}, threshold=0.16"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7900432900432901,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 2, 'Logistic_Prob': 1, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 3}, threshold=0.18"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.787878787878788,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 2, 'Logistic_Prob': 1, 'RandomForest_Prob': 3, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.15"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7943722943722944,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 2, 'Logistic_Prob': 2, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 2}, threshold=0.15"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.8138528138528138,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 3, 'Logistic_Prob': 0, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.11"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.8008658008658008,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 3, 'Logistic_Prob': 0, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 3}, threshold=0.18"
0.5714285714285714,0.6170212765957447,0.42857142857142855,0.8571428571428571,0.34693781818815594,0.7922077922077922,17,16,2,12,WeightedAverage,"weights={'GB_Accuracy_Prob': 3, 'Logistic_Prob': 2, 'RandomForest_Prob': 3, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.13"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7640692640692641,14,19,1,13,OR_Logistic_RandomForest_Prob,Logistic>=0.04 OR RandomForest_Prob>=0.25
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7640692640692641,14,19,1,13,OR_Logistic_RandomForest_Prob,Logistic>=0.09 OR RandomForest_Prob>=0.23
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7640692640692641,14,19,1,13,OR_Logistic_ExtraTrees_Prob,Logistic>=0.04 OR ExtraTrees_Prob>=0.24
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7640692640692641,14,19,1,13,OR_Logistic_ExtraTrees_Prob,Logistic>=0.09 OR ExtraTrees_Prob>=0.23
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.761904761904762,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 1, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 1}, threshold=0.17"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7640692640692641,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 1, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.13"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7532467532467533,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 1, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 2}, threshold=0.20"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7705627705627706,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 2, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 2}, threshold=0.16"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7705627705627706,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 2, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 1}, threshold=0.15"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7662337662337663,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 2, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 2}, threshold=0.17"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7640692640692641,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 2, 'RandomForest_Prob': 2, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 3}, threshold=0.19"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7489177489177489,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 2, 'RandomForest_Prob': 3, 'ExtraTrees_Prob': 2, 'SVC_RBF_Prob': 1}, threshold=0.18"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7575757575757576,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 3, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.07"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7705627705627706,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 3, 'RandomForest_Prob': 2, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.11"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7922077922077922,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 0, 'RandomForest_Prob': 2, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.16"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7813852813852814,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 0, 'RandomForest_Prob': 3, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.17"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7770562770562771,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 1, 'RandomForest_Prob': 2, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 1}, threshold=0.16"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7748917748917749,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 2, 'RandomForest_Prob': 2, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 1}, threshold=0.14"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.7813852813852814,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 3, 'RandomForest_Prob': 3, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.12"
0.5652173913043478,0.574468085106383,0.40625,0.9285714285714286,0.3461353841847207,0.8073593073593074,14,19,1,13,WeightedAverage,"weights={'GB_Accuracy_Prob': 3, 'Logistic_Prob': 0, 'RandomForest_Prob': 2, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 1}, threshold=0.14"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7640692640692641,19,14,3,11,AND_Logistic_RandomForest_Prob,Logistic>=0.02 AND RandomForest_Prob>=0.21
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7640692640692641,19,14,3,11,OR_Logistic_RandomForest_Prob,Logistic>=0.22 OR RandomForest_Prob>=0.27
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7640692640692641,19,14,3,11,AND_Logistic_ExtraTrees_Prob,Logistic>=0.02 AND ExtraTrees_Prob>=0.18
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7640692640692641,19,14,3,11,OR_Logistic_ExtraTrees_Prob,Logistic>=0.13 OR ExtraTrees_Prob>=0.30
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7640692640692641,19,14,3,11,OR_Logistic_ExtraTrees_Prob,Logistic>=0.16 OR ExtraTrees_Prob>=0.29
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7705627705627706,19,14,3,11,OR_Logistic_GB_Accuracy_Prob,Logistic>=0.07 OR GB_Accuracy_Prob>=0.21
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7705627705627706,19,14,3,11,OR_Logistic_GB_Accuracy_Prob,Logistic>=0.09 OR GB_Accuracy_Prob>=0.09
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7705627705627706,19,14,3,11,OR_Logistic_GB_Accuracy_Prob,Logistic>=0.16 OR GB_Accuracy_Prob>=0.08
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.751082251082251,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 1, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 3}, threshold=0.23"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.761904761904762,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 1, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 1}, threshold=0.20"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7532467532467533,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 1, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 0}, threshold=0.20"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7597402597402597,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 1, 'RandomForest_Prob': 2, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.19"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7554112554112554,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 1, 'RandomForest_Prob': 2, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 2}, threshold=0.22"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7532467532467533,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 1, 'RandomForest_Prob': 3, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 1}, threshold=0.22"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7640692640692641,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 0, 'Logistic_Prob': 3, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 3, 'SVC_RBF_Prob': 2}, threshold=0.19"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7943722943722944,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 0, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 2}, threshold=0.21"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7857142857142857,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 0, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 3}, threshold=0.23"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.8051948051948051,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 0, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.17"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.8051948051948052,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 0, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 1}, threshold=0.20"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7943722943722945,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 0, 'RandomForest_Prob': 2, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 1}, threshold=0.21"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.79004329004329,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 0, 'RandomForest_Prob': 2, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 3}, threshold=0.23"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7813852813852814,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 1, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 1}, threshold=0.15"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7835497835497836,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 1, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 3}, threshold=0.20"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7878787878787878,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 1, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 0}, threshold=0.14"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7835497835497836,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 1, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 2}, threshold=0.19"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7835497835497836,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 1, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 2, 'SVC_RBF_Prob': 1}, threshold=0.20"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7727272727272728,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 2, 'RandomForest_Prob': 3, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.16"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7705627705627706,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 1, 'Logistic_Prob': 3, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 3}, threshold=0.18"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7943722943722944,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 2, 'Logistic_Prob': 0, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 2, 'SVC_RBF_Prob': 1}, threshold=0.19"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7943722943722944,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 2, 'Logistic_Prob': 0, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 3, 'SVC_RBF_Prob': 0}, threshold=0.19"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.8030303030303031,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 2, 'Logistic_Prob': 0, 'RandomForest_Prob': 3, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.18"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.787878787878788,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 2, 'Logistic_Prob': 1, 'RandomForest_Prob': 3, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 0}, threshold=0.16"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7878787878787878,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 3, 'Logistic_Prob': 0, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 1}, threshold=0.12"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7878787878787878,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 3, 'Logistic_Prob': 1, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 0, 'SVC_RBF_Prob': 2}, threshold=0.14"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.7922077922077921,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 3, 'Logistic_Prob': 1, 'RandomForest_Prob': 0, 'ExtraTrees_Prob': 2, 'SVC_RBF_Prob': 2}, threshold=0.17"
0.5641025641025641,0.6382978723404256,0.44,0.7857142857142857,0.33129443335827935,0.79004329004329,19,14,3,11,WeightedAverage,"weights={'GB_Accuracy_Prob': 3, 'Logistic_Prob': 2, 'RandomForest_Prob': 1, 'ExtraTrees_Prob': 1, 'SVC_RBF_Prob': 3}, threshold=0.17"
0.5625000000000001,0.7021276595744681,0.5,0.6428571428571429,0.3482089031241985,0.7294372294372294,24,9,5,9,SVC_RBF_Prob,SVC_RBF_Prob>=0.29
0.5625000000000001,0.7021276595744681,0.5,0.6428571428571429,0.3482089031241985,0.7640692640692641,24,9,5,9,AND_Logistic_RandomForest_Prob,Logistic>=0.01 AND RandomForest_Prob>=0.27
0.5625000000000001,0.7021276595744681,0.5,0.6428571428571429,0.3482089031241985,0.7640692640692641,24,9,5,9,OR_Logistic_RandomForest_Prob,Logistic>=0.60 OR RandomForest_Prob>=0.33
0.5625000000000001,0.7021276595744681,0.5,0.6428571428571429,0.3482089031241985,0.7640692640692641,24,9,5,9,AND_Logistic_ExtraTrees_Prob,Logistic>=0.06 AND ExtraTrees_Prob>=0.25
0.5625000000000001,0.7021276595744681,0.5,0.6428571428571429,0.3482089031241985,0.7640692640692641,24,9,5,9,AND_Logistic_ExtraTrees_Prob,Logistic>=0.09 AND ExtraTrees_Prob>=0.20
0.5625000000000001,0.7021276595744681,0.5,0.6428571428571429,0.3482089031241985,0.7640692640692641,24,9,5,9,OR_Logistic_ExtraTrees_Prob,Logistic>=0.28 OR ExtraTrees_Prob>=0.33
0.5625000000000001,0.7021276595744681,0.5,0.6428571428571429,0.3482089031241985,0.7640692640692641,24,9,5,9,OR_Logistic_ExtraTrees_Prob,Logistic>=0.60 OR ExtraTrees_Prob>=0.32
0.5625000000000001,0.7021276595744681,0.5,0.6428571428571429,0.3482089031241985,0.7662337662337662,24,9,5,9,OR_Logistic_SVC_RBF_Prob,Logistic>=0.22 OR SVC_RBF_Prob>=0.31
0.5625000000000001,0.7021276595744681,0.5,0.6428571428571429,0.3482089031241985,0.7705627705627706,24,9,5,9,OR_Logistic_GB_Accuracy_Prob,Logistic>=0.22 OR GB_Accuracy_Prob>=0.39
