candidate,weights,threshold,Dev_Accuracy,Dev_Precision,Dev_Recall,Dev_F1,Dev_AUC,Dev_MCC,Dev_TN,Dev_FP,Dev_FN,Dev_TP,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_AUC,Test_MCC,Test_TN,Test_FP,Test_FN,Test_TP
WeightedSoftVoting,GradientBoostingClf:0.333;RandomForestClf:0.333;ExtraTreesClf:0.111;SVC_RBF:0.222,0.4800000000000001,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.5398550724637682,0.2374290399669085,23,0,11,1,0.7872340425531915,0.8333333333333334,0.35714285714285715,0.5,0.8030303030303031,0.4479075736395105,32,1,9,5
WeightedSoftVoting,GradientBoostingClf:0.300;RandomForestClf:0.300;ExtraTreesClf:0.200;SVC_RBF:0.200,0.4800000000000001,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.5471014492753623,0.2374290399669085,23,0,11,1,0.7872340425531915,1.0,0.2857142857142857,0.4444444444444444,0.7965367965367965,0.4682617889493368,33,0,10,4
WeightedSoftVoting,GradientBoostingClf:0.273;RandomForestClf:0.273;ExtraTreesClf:0.182;SVC_RBF:0.273,0.4700000000000001,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.5434782608695652,0.2374290399669085,23,0,11,1,0.7872340425531915,1.0,0.2857142857142857,0.4444444444444444,0.7965367965367965,0.4682617889493368,33,0,10,4
WeightedSoftVoting,GradientBoostingClf:0.333;RandomForestClf:0.333;ExtraTreesClf:0.333,0.5100000000000001,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.5869565217391304,0.2374290399669085,23,0,11,1,0.7872340425531915,1.0,0.2857142857142857,0.4444444444444444,0.7922077922077922,0.4682617889493368,33,0,10,4
WeightedSoftVoting,GradientBoostingClf:0.300;RandomForestClf:0.300;ExtraTreesClf:0.300;SVC_RBF:0.100,0.4900000000000001,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.5760869565217391,0.2374290399669085,23,0,11,1,0.7872340425531915,1.0,0.2857142857142857,0.4444444444444444,0.7965367965367965,0.4682617889493368,33,0,10,4
WeightedSoftVoting,GradientBoostingClf:0.300;LogisticRegression:0.100;ExtraTreesClf:0.300;SVC_RBF:0.300,0.5200000000000001,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.5507246376811594,0.2374290399669085,23,0,11,1,0.7872340425531915,0.8333333333333334,0.35714285714285715,0.5,0.7835497835497836,0.4479075736395105,32,1,9,5
WeightedSoftVoting,GradientBoostingClf:0.333;LogisticRegression:0.111;RandomForestClf:0.111;ExtraTreesClf:0.222;SVC_RBF:0.222,0.5400000000000001,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.5398550724637681,0.2374290399669085,23,0,11,1,0.7872340425531915,0.8333333333333334,0.35714285714285715,0.5,0.7922077922077921,0.4479075736395105,32,1,9,5
WeightedSoftVoting,GradientBoostingClf:0.300;LogisticRegression:0.100;RandomForestClf:0.100;ExtraTreesClf:0.200;SVC_RBF:0.300,0.5200000000000001,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.5398550724637681,0.2374290399669085,23,0,11,1,0.7872340425531915,0.8333333333333334,0.35714285714285715,0.5,0.7878787878787878,0.4479075736395105,32,1,9,5
WeightedSoftVoting,GradientBoostingClf:0.333;LogisticRegression:0.111;RandomForestClf:0.222;SVC_RBF:0.333,0.5200000000000001,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.5181159420289855,0.2374290399669085,23,0,11,1,0.7872340425531915,0.8333333333333334,0.35714285714285715,0.5,0.7835497835497836,0.4479075736395105,32,1,9,5
WeightedSoftVoting,GradientBoostingClf:0.375;LogisticRegression:0.125;RandomForestClf:0.250;ExtraTreesClf:0.125;SVC_RBF:0.125,0.56,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.532608695652174,0.2374290399669085,23,0,11,1,0.7872340425531915,0.8333333333333334,0.35714285714285715,0.5,0.7900432900432901,0.4479075736395105,32,1,9,5
WeightedSoftVoting,GradientBoostingClf:0.333;LogisticRegression:0.111;RandomForestClf:0.222;ExtraTreesClf:0.111;SVC_RBF:0.222,0.5300000000000001,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.532608695652174,0.2374290399669085,23,0,11,1,0.7872340425531915,0.8333333333333334,0.35714285714285715,0.5,0.7878787878787878,0.4479075736395105,32,1,9,5
WeightedSoftVoting,GradientBoostingClf:0.300;LogisticRegression:0.100;RandomForestClf:0.200;ExtraTreesClf:0.100;SVC_RBF:0.300,0.5200000000000001,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.536231884057971,0.2374290399669085,23,0,11,1,0.7872340425531915,0.8333333333333334,0.35714285714285715,0.5,0.7857142857142857,0.4479075736395105,32,1,9,5
WeightedSoftVoting,GradientBoostingClf:0.375;LogisticRegression:0.125;RandomForestClf:0.250;ExtraTreesClf:0.250,0.5700000000000001,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.5652173913043479,0.2374290399669085,23,0,11,1,0.7872340425531915,0.8333333333333334,0.35714285714285715,0.5,0.79004329004329,0.4479075736395105,32,1,9,5
WeightedSoftVoting,GradientBoostingClf:0.429;LogisticRegression:0.143;RandomForestClf:0.429,0.5800000000000001,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.536231884057971,0.2374290399669085,23,0,11,1,0.7872340425531915,0.8333333333333334,0.35714285714285715,0.5,0.787878787878788,0.4479075736395105,32,1,9,5
WeightedSoftVoting,GradientBoostingClf:0.375;LogisticRegression:0.125;RandomForestClf:0.375;SVC_RBF:0.125,0.55,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.536231884057971,0.2374290399669085,23,0,11,1,0.7872340425531915,0.8333333333333334,0.35714285714285715,0.5,0.7878787878787878,0.4479075736395105,32,1,9,5
WeightedSoftVoting,GradientBoostingClf:0.333;LogisticRegression:0.111;RandomForestClf:0.333;SVC_RBF:0.222,0.5300000000000001,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.532608695652174,0.2374290399669085,23,0,11,1,0.7872340425531915,0.8333333333333334,0.35714285714285715,0.5,0.7857142857142857,0.4479075736395105,32,1,9,5
WeightedSoftVoting,GradientBoostingClf:0.429;LogisticRegression:0.286;ExtraTreesClf:0.286,0.6600000000000001,0.6857142857142857,1.0,0.08333333333333333,0.15384615384615385,0.5579710144927537,0.2374290399669085,23,0,11,1,0.7872340425531915,0.8333333333333334,0.35714285714285715,0.5,0.7878787878787878,0.4479075736395105,32,1,9,5
