model,base_threshold,boundary_threshold,mean_phq_threshold,Accuracy,Precision,Recall,F1,AUC_GB_Prob,MCC,TN,FP,FN,TP,Overrides_Applied
Hybrid_GB_PHQ_Override,0.62,0.53,8.0,0.851063829787234,1.0,0.5,0.6666666666666666,0.79004329004329,0.6422616289332564,33,0,7,7,1
